"ID","English","French","Italian","German","Russian","Spanish","Czech","Hungarian","Polish"
"205","Quytzh","Quytzh","Quytzh","Quytzh","Куйтж","Quytzh","Quytzh","Quytzh","Quytzh"
"206","Quyych","Quyych","Quyych","Quyych","Куйич","Quyych","Quyych","Quyych","Quyych"
"207","Thanlut","Thanlut","Thanlut","Thanlut","Танлут","Thanlut","Thanlut","Thanlut","Thanlut"
"208","Skreij","Skreij","Skreij","Skreij","Скреий","Skreij","Skreij","Skreij","Skreij"
"209","Lhytzh","Lhytzh","Lhytzh","Lhytzh","Лхитж","Lhytzh","Lhytzh","Lhytzh","Lhytzh"
"210","Fintk","Fintk","Fintk","Fintk","Финтк","Fintk","Fintk","Fintk","Fintk"
"211","Lhycut","Lhycut","Lhycut","Lhycut","Лхиреж","Lhycut","Lhycut","Lhycut","Lhycut"
"212","Queit","Queit","Queit","Queit","Квеит","Queit","Queit","Queit","Queit"
"214","Wykit","Wykit","Wykit","Wykit","Викит","Wykit","Wykit","Wykit","Wykit"
"215","Tsaij","Tsaij","Tsaij","Tsaij","Тсаий","Tsaij","Tsaij","Tsaij","Tsaij"
"216","Skroik","Skroik","Skroik","Skroik","Скроик","Skroik","Skroik","Skroik","Skroik"
"217","Thanut","Thanut","Thanut","Thanut","Танут","Thanut","Thanut","Thanut","Thanut"
"218","Nhiik","Nhiik","Nhiik","Nhiik","Нхиик","Nhiik","Nhiik","Nhiik","Nhiik"
"219","Thantch","Thantch","Thantch","Thantch","Танч","Thantch","Thantch","Thantch","Thantch"
"220","Sneecut","Sneecut","Sneecut","Sneecut","Снеереж","Sneecut","Sneecut","Sneecut","Sneecut"
"221","Nurgyj","Nurgyj","Nurgyj","Nurgyj","Нургуй","Nurgyj","Nurgyj","Nurgyj","Nurgyj"
"222","Lhetuk","Lhetuk","Lhetuk","Lhetuk","Лхетук","Lhetuk","Lhetuk","Lhetuk","Lhetuk"
"223","Pwyyj","Pwyyj","Pwyyj","Pwyyj","Пвиуй","Pwyyj","Pwyyj","Pwyyj","Pwyyj"
"224","Leelutch","Leelutch","Leelutch","Leelutch","Лилуч","Leelutch","Leelutch","Leelutch","Leelutch"
"225","Deetzh","Deetzh","Deetzh","Deetzh","Дитж","Deetzh","Deetzh","Deetzh","Deetzh"
"226","Vorik","Vorik","Vorik","Vorik","Ворик","Vorik","Vorik","Vorik","Vorik"
"227","Fignitt","Fignitt","Fignitt","Fignitt","Фигнит","Fignitt","Fignitt","Fignitt","Fignitt"
"228","Trat'k","Trat'k","Trat'k","Trat'k","Трат'К","Trat'k","Trat'k","Trat'k","Trat'k"
"229","Dizzynoggin","Dizzynoggin","Dizzynoggin","Dizzynoggin","Диззиноггин","Dizzynoggin","Dizzynoggin","Dizzynoggin","Dizzynoggin"
"230","Skweegus","Skweegus","Skweegus","Skweegus","Сквиигус","Skweegus","Skweegus","Skweegus","Skweegus"
"231","Stinnag","Stinnag","Stinnag","Stinnag","Стиннаг","Stinnag","Stinnag","Stinnag","Stinnag"
"232","Snagrib","Snagrib","Snagrib","Snagrib","Снагриб","Snagrib","Snagrib","Snagrib","Snagrib"
"233","Snotkit","Snotkit","Snotkit","Snotkit","Рылкит","Snotkit","Snotkit","Snotkit","Snotkit"
"234","Nitfag","Nitfag","Nitfag","Nitfag","Нитфаг","Nitfag","Nitfag","Nitfag","Nitfag"
"235","Tugnacks","Tugnacks","Tugnacks","Tugnacks","Тагнакс","Tugnacks","Tugnacks","Tugnacks","Tugnacks"
"236","Nobgit","Nobgit","Nobgit","Nobgit","Нобгит","Nobgit","Nobgit","Nobgit","Nobgit"
"237","Gnakka","Gnakka","Gnakka","Gnakka","Гнакка","Gnakka","Gnakka","Gnakka","Gnakka"
"238","Ardnak","Ardnak","Ardnak","Ardnak","Арднак","Ardnak","Ardnak","Ardnak","Ardnak"
"239","Skullfag","Skullfag","Skullfag","Koppfag","Скалфаг","Skullfag","Skullfag","Skullfag","Skullfag"
"240","Skwitash","Skwitash","Skwitash","Skwitash","Сквиташ","Skwitash","Skwitash","Skwitash","Skwitash"
"241","Skwinha","Skwinha","Skwinha","Skwinha","Сквинга","Skwinha","Skwinha","Skwinha","Skwinha"
"242","Graka'r","Graka'r","Graka'r","Graka'r","Грака'р","Graka'r","Graka'r","Graka'r","Graka'r"
"243","Traz'k","Traz'k","Traz'k","Traz'k","Траз'к","Traz'k","Traz'k","Traz'k","Traz'k"
"244","Zany Loonface","Zany Loonface","Zany Facciastrana","Zany Wahnblick","Зэни Глуполицый","Majara Caraloco","Zany Loonface","Zany Loonface","Zany Nicponiowaty"
"245","Skarlazk","Skarlazk","Skarlazk","Skarlazk","Шрамазк","Skarlazk","Skarlazk","Skarlazk","Skarlazk"
"246","Nitch","Nitch","Nitch","Nitch","Нич","Nitch","Nitch","Nitch","Nitch"
"247","Cheekigit","Cheekigit","Cheekigit","Cheekigit","Нахаленок","Cheekigit","Cheekigit","Cheekigit","Cheekigit"
"248","Naboum","Naboum","Naboum","Naboum","Набоум","Naboum","Naboum","Naboum","Naboum"
"249","Gimmy","Gimmy","Gimmy","Gimmy","Дайка","Gimmy","Gimmy","Gimmy","Gimmy"
"250","Ungrit","Ungrit","Ungrit","Ungrit","Унхам","Ungrit","Ungrit","Ungrit","Ungrit"
"251","Grittak","Grittak","Grittak","Grittak","Хамтак","Grittak","Grittak","Grittak","Grittak"
"252","Snot'ead","Snot'ead","Snot'ead","Snot'ead","Рылбашка","Snot'ead","Snot'ead","Snot'ead","Snot'ead"
"253","Snivelbog","Snivelbog","Snivelbog","Snivelbog","Соплежуй","Snivelbog","Snivelbog","Snivelbog","Snivelbog"
"254","Snikrot","Snikrot","Snikrot","Snikrot","Ржагниль","Snikrot","Snikrot","Snikrot","Snikrot"
"255","Grubsnik","Grubsnik","Grubsnik","Grubsnik","Грубсник","Grubsnik","Grubsnik","Grubsnik","Grubsnik"
"256","Wisnik","Wisnik","Wisnik","Wisnik","Висник","Wisnik","Wisnik","Wisnik","Wisnik"
"257","Grimsniv","Grimsniv","Grimsniv","Grimsniv","Гримснив","Grimsniv","Grimsniv","Grimsniv","Grimsniv"
"259","Phaos Sylk Dha'y","Phaos Sylk Dha'y","Phaos Sylk Dha'y","Phaos Sylk Dha'y","Фаос Силк Дха'и","Phaos Sylk Dha'y","Phaos Sylk Dha'y","Phaos Sylk Dha'y","Phaos Sylk Dha'y"
"260","Dekan Kha Dhy","Dekan Kha Dhy","Dekan Kha Dhy","Dekan Kha Dhy","Декан Кха Дхи","Dekan Kha Dhy","Dekan Kha Dhy","Dekan Kha Dhy","Dekan Kha Dhy"
"261","Archa Grim Shyush","Archa Grim Shyush","Archa Grim Shyush","Archa Grim Shyush","Арха Грим Шиуш","Archa Grim Shyush","Archa Grim Shyush","Archa Grim Shyush","Archa Grim Shyush"
"262","Leshtrigel Grim Shyash","Leshtrigel Grim Shyash","Leshtrigel Grim Shyash","Leshtrigel Grim Shyash","Лештригел Грим Шиаш","Leshtrigel Grim Shyash","Leshtrigel Grim Shyash","Leshtrigel Grim Shyash","Leshtrigel Grim Shyash"
"263","Pitigor","Pitigor","Pitigor","Pitigor","Питигор","Pitigor","Pitigor","Pitigor","Pitigor"
"264","San'nogors","San'nogors","San'nogors","San'nogors","Сан'ногорс","San'nogors","San'nogors","San'nogors","San'nogors"
"265","Gra-nogors","Gra-nogors","Gra-nogors","Gra-nogors","Гра-ногорс","Gra-nogors","Gra-nogors","Gra-nogors","Gra-nogors"
"266","Tonogors","Tonogors","Tonogors","Tonogors","Тоногорс","Tonogors","Tonogors","Tonogors","Tonogors"
"267","Rafagor","Rafagor","Rafagor","Rafagor","Рафагор","Rafagor","Rafagor","Rafagor","Rafagor"
"268","Py-tigors","Py-tigors","Py-tigors","Py-tigors","Пи-тигорс","Py-tigors","Py-tigors","Py-tigors","Py-tigors"
"269","Mafagor","Mafagor","Mafagor","Mafagor","Мафагор","Mafagor","Mafagor","Mafagor","Mafagor"
"272","Drath Myr Shrak","Drath Myr Shrak","Drath Myr Shrak","Drath Myr Shrak","Драт Мир Шрак","Drath Myr Shrak","Drath Myr Shrak","Drath Myr Shrak","Drath Myr Shrak"
"273","Beruh","Beruh","Beruh","Beruh","Берух","Beruh","Beruh","Beruh","Beruh"
"274","Gra-tigors","Gra-tigors","Gra-tigors","Gra-tigors","Гра-тигорс","Gra-tigors","Gra-tigors","Gra-tigors","Gra-tigors"
"275","Tra'nogors","Tra'nogors","Tra'nogors","Tra'nogors","Тра'ногорс","Tra'nogors","Tra'nogors","Tra'nogors","Tra'nogors"
"276","Cragor","Cragor","Cragor","Cragor","Крагор","Cragor","Cragor","Cragor","Cragor"
"277","Crifagors","Crifagors","Crifagors","Crifagors","Крифагорс","Crifagors","Crifagors","Crifagors","Crifagors"
"278","Brashtigor","Brashtigor","Brashtigor","Brashtigor","Футигор","Brashtigor","Brashtigor","Brashtigor","Brashtigor"
"279","Ulfagor","Ulfagor","Ulfagor","Ulfagor","Улфагор","Ulfagor","Ulfagor","Ulfagor","Ulfagor"
"280","Tranogor","Tranogor","Tranogor","Tranogor","Траногор","Tranogor","Tranogor","Tranogor","Tranogor"
"281","Tanogor","Tanogor","Tanogor","Tanogor","Таногор","Tanogor","Tanogor","Tanogor","Tanogor"
"282","Py-nogors","Py-nogors","Py-nogors","Py-nogors","Пи-ногорс","Py-nogors","Py-nogors","Py-nogors","Py-nogors"
"283","Tro'nogors","Tro'nogors","Tro'nogors","Tro'nogors","Тро'ногорс","Tro'nogors","Tro'nogors","Tro'nogors","Tro'nogors"
"284","Krasfagors","Krasfagors","Krasfagors","Krasfagors","Красфагорс","Krasfagors","Krasfagors","Krasfagors","Krasfagors"
"285","Carnomitl","Carnomitl","Carnomitl","Carnomitl","Карномитл","Carnomitl","Carnomitl","Carnomitl","Carnomitl"
"286","Huanodon","Huanodon","Huanodon","Huanodon","Хуанодон","Huanodon","Huanodon","Huanodon","Huanodon"
"287","Uazuapec","Uazuapec","Uazuapec","Uazuapec","Уазуапек","Uazuapec","Uazuapec","Uazuapec","Uazuapec"
"288","Tehelashi","Tehelashi","Tehelashi","Tehelashi","Тегелаши","Tehelashi","Tehelashi","Tehelashi","Tehelashi"
"289","Itzipita","Itzipita","Itzipita","Itzipita","Итзипита","Itzipita","Itzipita","Itzipita","Itzipita"
"290","Carnooqs","Carnooqs","Carnooqs","Carnooqs","Карноокс","Carnooqs","Carnooqs","Carnooqs","Carnooqs"
"291","Uaztla","Uaztla","Uaztla","Uaztla","Уазтла","Uaztla","Uaztla","Uaztla","Uaztla"
"292","Xlipaz","Xlipaz","Xlipaz","Xlipaz","Кслипаз","Xlipaz","Xlipaz","Xlipaz","Xlipaz"
"293","Coaltlt","Coaltlt","Coaltlt","Coaltlt","Коальт","Coaltlt","Coaltlt","Coaltlt","Coaltlt"
"294","Utechix","Utechix","Utechix","Utechix","Утекхикс","Utechix","Utechix","Utechix","Utechix"
"295","Krokangenbe","Krokangenbe","Krokangenbe","Krokangenbe","Крокангенбе","Krokangenbe","Krokangenbe","Krokangenbe","Krokangenbe"
"298","Coalttilt","Coalttilt","Coalttilt","Coalttilt","Коатлтилт","Coalttilt","Coalttilt","Coalttilt","Coalttilt"
"299","Carnoxz","Carnoxz","Carnoxz","Carnoxz","Карноксз","Carnoxz","Carnoxz","Carnoxz","Carnoxz"
"300","Hoazh","Hoazh","Hoazh","Hoazh","Хоаж","Hoazh","Hoazh","Hoazh","Hoazh"
"301","Otzxz","Otzxz","Otzxz","Otzxz","Отцксз","Otzxz","Otzxz","Otzxz","Otzxz"
"302","Qlaltz","Qlaltz","Qlaltz","Qlaltz","Клалтз","Qlaltz","Qlaltz","Qlaltz","Qlaltz"
"303","Itzaltz","Itzaltz","Itzaltz","Itzaltz","Итзалтз","Itzaltz","Itzaltz","Itzaltz","Itzaltz"
"304","Garzoalt","Garzoalt","Garzoalt","Garzoalt","Гарцоатл","Garzoalt","Garzoalt","Garzoalt","Garzoalt"
"305","Puaqxl","Puaqxl","Puaqxl","Puaqxl","Пуакксл","Puaqxl","Puaqxl","Puaqxl","Puaqxl"
"306","Boqmatz","Boqmatz","Boqmatz","Boqmatz","Бокмац","Boqmatz","Boqmatz","Boqmatz","Boqmatz"
"307","Zlatitz","Zlatitz","Zlatitz","Zlatitz","Златиц","Zlatitz","Zlatitz","Zlatitz","Zlatitz"
"308","Mundixz","Mundixz","Mundixz","Mundixz","Мундиксц","Mundixz","Mundixz","Mundixz","Mundixz"
"309","Itzaitz","Itzaitz","Itzaitz","Itzaitz","Итзаиц","Itzaitz","Itzaitz","Itzaitz","Itzaitz"
"310","Kroklantha","Kroklantha","Kroklantha","Kroklantha","Крокланта","Kroklantha","Kroklantha","Kroklantha","Kroklantha"
"311","Grimgni Drengi-Troll","Grimgni Drengi-Troll","Grimgni Drengi-Troll","Grimgni Drengi-Troll","Гримгни Дренги-Тролль","Grimgni Drengi-Troll","Grimgni Drengi-Troll","Grimgni Drengi-Troll","Grimgni Drengi-Troll"
"312","Kazak Drengi-Troll","Kazak Drengi-Troll","Kazak Drengi-Troll","Kazak Drengi-Troll","Казак Дренги-Тролль","Kazak Drengi-Troll","Kazak Drengi-Troll","Kazak Drengi-Troll","Kazak Drengi-Troll"
"313","Noragni","Noragni","Noragni","Noragni","Норагни","Noragni","Noragni","Noragni","Noragni"
"314","Skallaki","Skallaki","Skallaki","Skallaki","Скаллаки","Skallaki","Skallaki","Skallaki","Skallaki"
"315","Hurrig","Hurrig","Hurrig","Hurrig","Харриг","Hurrig","Hurrig","Hurrig","Hurrig"
"316","Skaaz","Skaaz","Skaaz","Skaaz","Скааз","Skaaz","Skaaz","Skaaz","Skaaz"
"317","Burdrin","Burdrin","Burdrin","Burdrin","Бурдрин","Burdrin","Burdrin","Burdrin","Burdrin"
"318","Fimlok","Fimlok","Fimlok","Fimlok","Фимлок","Fimlok","Fimlok","Fimlok","Fimlok"
"319","Drokarr","Drokarr","Drokarr","Drokarr","Дрокарр","Drokarr","Drokarr","Drokarr","Drokarr"
"320","Zhufbar","Zhufbar","Zhufbar","Zhufbar","Жуфбар","Zhufbar","Zhufbar","Zhufbar","Zhufbar"
"321","Golakk","Golakk","Golakk","Golakk","Голакк","Golakk","Golakk","Golakk","Golakk"
"322","Daarn","Daarn","Daarn","Daarn","Даарн","Daarn","Daarn","Daarn","Daarn"
"323","Kazraz","Kazraz","Kazraz","Kazraz","Казраз","Kazraz","Kazraz","Kazraz","Kazraz"
"324","Snoritin","Snoritin","Snoritin","Snoritin","Сноритин","Snoritin","Snoritin","Snoritin","Snoritin"
"325","Gimkrin","Gimkrin","Gimkrin","Gimkrin","Гимкрин","Gimkrin","Gimkrin","Gimkrin","Gimkrin"
"326","Gadrin","Gadrin","Gadrin","Gadrin","Гадрин","Gadrin","Gadrin","Gadrin","Gadrin"
"327","Dwalgni","Dwalgni","Dwalgni","Dwalgni","Двалгни","Dwalgni","Dwalgni","Dwalgni","Dwalgni"
"328","Dalid","Dalid","Dalid","Dalid","Далид","Dalid","Dalid","Dalid","Dalid"
"329","Kragsin","Kragsin","Kragsin","Kragsin","Крагсин","Kragsin","Kragsin","Kragsin","Kragsin"
"330","Ekrarn","Ekrarn","Ekrarn","Ekrarn","Экрарн","Ekrarn","Ekrarn","Ekrarn","Ekrarn"
"331","Katazin","Katazin","Katazin","Katazin","Катазин","Katazin","Katazin","Katazin","Katazin"
"332","Algrom","Algrom","Algrom","Algrom","Алгром","Algrom","Algrom","Algrom","Algrom"
"333","Svenrik","Svenrik","Svenrik","Svenrik","Свенрик","Svenrik","Svenrik","Svenrik","Svenrik"
"334","Rorkrag","Rorkrag","Rorkrag","Rorkrag","Роркраг","Rorkrag","Rorkrag","Rorkrag","Rorkrag"
"335","Varatrek","Varatrek","Varatrek","Varatrek","Варатрек","Varatrek","Varatrek","Varatrek","Varatrek"
"336","Gotlik","Gotlik","Gotlik","Gotlik","Готлик","Gotlik","Gotlik","Gotlik","Gotlik"
"337","Fardel","Fardel","Fardel","Fardel","Фардель","Fardel","Fardel","Fardel","Fardel"
"338","Balldeorn","Balldeorn","Balldeorn","Balldeorn","Бальдеорн","Balldeorn","Balldeorn","Balldeorn","Balldeorn"
"339","Sylvykultur","Sylvykultur","Sylvykultur","Sylvykultur","Силвикултур","Sylvykultur","Sylvykultur","Sylvykultur","Sylvykultur"
"340","Dil Sethayla","Dil Sethayla","Dil Sethayla","Dil Sethayla","Дил Сетайла","Dil Sethayla","Dil Sethayla","Dil Sethayla","Dil Sethayla"
"341","Dorost","Dorost","Dorost","Dorost","Дорост","Dorost","Dorost","Dorost","Dorost"
"342","Ball Talu","Ball Talu","Ball Talu","Ball Talu","Баль Талу","Ball Talu","Ball Talu","Ball Talu","Ball Talu"
"343","Aëthellion","Aëthellion","Aëthellion","Aëthellion","Аотэллион","Aëthellion","Aëthellion","Aëthellion","Aëthellion"
"344","Nagadel","Nagadel","Nagadel","Nagadel","Нагадель","Nagadel","Nagadel","Nagadel","Nagadel"
"345","Feloth","Feloth","Feloth","Feloth","Фелот","Feloth","Feloth","Feloth","Feloth"
"346","Aëth Talu","Aëth Talu","Aëth Talu","Aëth Talu","Аот Талу","Aëth Talu","Aëth Talu","Aëth Talu","Aëth Talu"
"347","Hëgaliel","Hëgaliel","Hëgaliel","Hëgaliel","Хогалиел","Hëgaliel","Hëgaliel","Hëgaliel","Hëgaliel"
"350","Gwythear","Gwythear","Gwythear","Gwythear","Гвитир","Gwythear","Gwythear","Gwythear","Gwythear"
"351","Naga Auryaur","Naga Auryaur","Naga Auryaur","Naga Auryaur","Нага Ауриор","Naga Auryaur","Naga Auryaur","Naga Auryaur","Naga Auryaur"
"352","Aëthund","Aëthund","Aëthund","Aëthund","Аотунд","Aëthund","Aëthund","Aëthund","Aëthund"
"353","Ball Nymraif","Ball Nymraif","Ball Nymraif","Ball Nymraif","Балл Нимраиф","Ball Nymraif","Ball Nymraif","Ball Nymraif","Ball Nymraif"
"354","Nagaath","Nagaath","Nagaath","Nagaath","Нагаат","Nagaath","Nagaath","Nagaath","Nagaath"
"355","Naga Nymraif","Naga Nymraif","Naga Nymraif","Naga Nymraif","Нага Нимраиф","Naga Nymraif","Naga Nymraif","Naga Nymraif","Naga Nymraif"
"356","Gith Sehenlu","Gith Sehenlu","Gith Sehenlu","Gith Sehenlu","Гит Сегенлу","Gith Sehenlu","Gith Sehenlu","Gith Sehenlu","Gith Sehenlu"
"357","Faranfel","Faranfel","Faranfel","Faranfel","Фаранфель","Faranfel","Faranfel","Faranfel","Faranfel"
"358","Tel Auryaur","Tel Auryaur","Tel Auryaur","Tel Auryaur","Тел Ауриор","Tel Auryaur","Tel Auryaur","Tel Auryaur","Tel Auryaur"
"359","Dorien","Dorien","Dorien","Dorien","Дориен","Dorien","Dorien","Dorien","Dorien"
"360","Hasdeorn","Hasdeorn","Hasdeorn","Hasdeorn","Хаздеорн","Hasdeorn","Hasdeorn","Hasdeorn","Hasdeorn"
"361","Al'lun","Al'lun","Al'lun","Al'lun","Ал'лун","Al'lun","Al'lun","Al'lun","Al'lun"
"362","Hans Flick","Hans Flick","Hans Flick","Hans Flick","Ганс Флик","Hans Flick","Hans Flick","Hans Flick","Hans Flick"
"363","Gothard Seppel","Gothard Seppel","Gothard Seppel","Gothard Seppel","Готард Сеппель","Gothard Seppel","Gothard Seppel","Gothard Seppel","Gothard Seppel"
"364","Bertolf Gottlob","Bertolf Gottlob","Bertolf Gottlob","Bertolf Gottlob","Бертольф Готтлоб","Bertolf Gottlob","Bertolf Gottlob","Bertolf Gottlob","Bertolf Gottlob"
"365","Mordred Wilfried","Mordred Wilfried","Mordred Wilfried","Mordred Wilfried","Мордред Вильфред","Mordred Wilfried","Mordred Wilfried","Mordred Wilfried","Mordred Wilfried"
"366","Gerhart Leopold","Gerhart Leopold","Gerhart Leopold","Gerhart Leopold","Герхарт Леопольд","Gerhart Leopold","Gerhart Leopold","Gerhart Leopold","Gerhart Leopold"
"367","Aggrut Head-Wrencher","Aggrut Dévis-Tête","Aggrut Strappateste","Aggrut Schädelrammer","Аггрут Секир-башка","Aggrut Retuercecabezas","Aggrut Hlavodrtič","Toroktekerő Aggrut","Aggrut Head-Wrencher"
"368","Hector the Chatterer","Hector le Bavard","Hector il loquace","Hektor der Schwätzer","Гектор Болтун","Héctor el Charlatán","Hector Žvanil","Hector, a pletykás","Hector GaduÃ
âa"
"369","Admund the Righteous","Admund le droit","Admund l'onesto","Edmund der Rechtschaffene","Эдмунд Праведник","Admund el Honrado","Admund Spravedlivý","Admund, a becsületes","Admund Sprawiedliwy"
"370","Davion the Virtuous","Davion le Verteux","Davion il virtuoso","Davion der Virtuose","Дэвион Святоша","Davion el Virtuoso","Davion Dovedný","Davion, a bátor","Davion Cnotliwy"
"371","Viggo the Drinker","Viggo le Buveur","Viggo il bevitore","Viggo der Trinker","Вигго Выпивоха","Viggo el Bebedor","Viggo Pijan","Viggo, a részeges","Viggo Moczymorda"
"372","Fracist the Fat","Fracist le Gros","Fracist il grasso","Frazist der Fette","Фрасист Жирдяй","Fracist el Gordo","Fracist Tlustý","Fracist, a kövér","Fracist Gruby"
"373","Franz the Round","Franz le Rond","Franz il tondo","Franz der Runde","Франц Круглый","Franz el Redondo","Franz Otylý","Franz, a gömböc","Franz KrÃâ¦gÃ
ây"
"374","Reyan the Bad","Reyan le Mauvais","Reyan il cattivo","Reyan der Böse","Рейан Злобный","Reyan el Malo","Reyan Zlý","Reyan, a rossz","Reyan ZÃ
ây"
"375","Leo Ulman","Leo Ulman","Leo Ulman","Leo Ulman","Лео Улман","Leo Ulman","Leo Ulman","Leo Ulman","Leo Ulman"
"376","Baldric Advar","Baldric Advar","Baldric Advar","Baldric Advar","Болдрик Адвар","Baldric Advar","Baldric Advar","Baldric Advar","Baldric Advar"
"377","Bertolf Valdred","Bertolf Valdred","Bertolf Valdred","Bertolf Valdred","Бертольф Валдред","Bertolf Valdred","Bertolf Valdred","Bertolf Valdred","Bertolf Valdred"
"378","Gerhart Stephan","Gerhart Stephan","Gerhart Stephan","Gerhart Stephan","Герхарт Стефан","Gerhart Stephan","Gerhart Stephan","Gerhart Stephan","Gerhart Stephan"
"379","Otto Meinard","Otto Meinard","Otto Meinard","Otto Meinard","Отто Мейнард","Otto Meinard","Otto Meinard","Otto Meinard","Otto Meinard"
"380","Dozagg Gut-Spitter","Dozagg Crache-Vert","Dozagg Sbudellatore","Dozzag Darmspucker","Дозагг Потрошитель","Dozagg Sacatripas","Dozagg Střevopliv","Zsigernyúzó Dozagg","Dozagg Flakorwij"
"381","Hob the Handsome","Hob le Bel","Hob il bello","Hob der Hübsche","Хоб Красавчик","Hob el Guapo","Hob Nádherný","Hob, a csinos","Hob Przystojny"
"382","Fracist the Hunter","Fracist le Chasseur","Fracist il cacciatore","Frazist der Jäger","Фрасист Охотник","Fracist el Cazador","Fracist Lovec","Fracist, a vadász","Fracist Ã
Âowca"
"383","Karl the Bard","Karl le Troubadour","Karl il bardo","Karl der Barde","Карл Бард","Karl el Bardo","Karl Bard","Karl, a bárd","Karl Bard"
"384","Edgar the Coward","Edgar le Couard","Edgar il codardo","Edgar der Feigling","Эдгар Трус","Edgar el Cobarde","Edgar Zbabělý","Edgar, a gyáva","Edgar Tchórz"
"385","Boris the Destroyer","Boris le Destructeur","Boris il distruttore","Boris der Zerstörer","Борис Разрушитель","Boris el Destructor","Boris Ničitel","Boris, a pusztító","Boris Niszczyciel"
"386","Griswold the Awful","Griswold l'Affreux","Griswold il terribile","Griswald der Schreckliche","Грисвольд Жуткий","Griswold el Terrible","Griswold Ohavný","Griswold, a szörnyű","Griswold Straszliwy"
